year,Non-irrigated arable,Permanently irrigated,Rice fields,Vineyards,Fruit trees,Olive groves,Pastures,Annual+permanent crops,Complex cultivation,Agriculture+natural,Agro-forestry
1990,9.675676720756556,3.5233857607762307,0.1039118758284497,0.0959549191659634,0.1632619465588573,4.380539982295998,0.2913271444667406,0.1048310084439938,6.282548709217503,8.657780632940565,0.0
2000,9.678975554998004,3.548181045265254,0.0726270002722542,0.0977574154304974,0.1633906117487089,4.374450193292383,0.2887684301264347,0.1048310084439938,6.244556787946793,8.683614949257294,0.0
2006,5.558816697145344,7.323454983983314,0.2300852685519938,0.0913978988323858,0.1443532787102136,4.734827334846459,0.3493427108220695,0.1048310084439938,5.8136144584653096,8.096004524586373,0.0
2012,5.307652053161358,7.742774720133767,0.2282915755071639,0.0988595232282504,0.1431718442758523,5.271346464865798,0.3685231660970908,0.1005121120578878,5.58236743413761,6.912214903017609,0.0
2018,5.304567511619749,7.733825861017762,0.2282915755071639,0.0988595232282504,0.1449655894254597,5.271346464865798,0.3692986200642198,0.1005121120578878,5.58236743413761,6.911311274708183,0.0
